id_lista,nombre_representante,distrito_familia,producto,cantidad,prioridad,precio_soles,nombre_tienda,tipo,distrito_tienda,fecha
987,Ana Torres,Pueblo Libre,Plátano (kg),2.0,Alta,1.4,Metro San Borja,Supermercado,San Borja,2025-10-25
988,Carlos López,San Borja,Detergente líquido 1L,1.0,Baja,6.5,Vivanda La Molina,Supermercado,La Molina,2025-10-25
989,Laura Sánchez,Lince,Huevos (docena),1.0,Alta,10.7,Tottus Lince,Supermercado,Lince,2025-10-25
990,José García,San Isidro,Tomate (kg),2.0,Media,2.9,Wong San Isidro,Supermercado,San Isidro,2025-10-25
991,Carla Huamán,Callao,Aceite (litro),1.0,Alta,8.7,Mercado Callao,Mercado,Callao,2025-10-26
992,Ricardo López,La Molina,Azúcar (kg),2.0,Media,3.1,Wong La Molina,Supermercado,La Molina,2025-10-26
993,Sofía Vargas,San Isidro,Pasta (paquete),3.0,Baja,1.6,Metro San Isidro,Supermercado,San Isidro,2025-10-26
994,Juan Carlos Díaz,Villa El Salvador,Frijoles (kg),2.0,Alta,3.3,Mercado VES,Mercado,Villa El Salvador,2025-10-26
995,Elena Rojas,Chorrillos,Papa (kg),3.0,Media,0.7,Bodega Chorrillos,Bodega,Chorrillos,2025-10-26
996,Pedro Castillo,SMP,Cebolla (kg),2.0,Alta,1.1,Mercado Central SMP,Mercado,San Martín de Porres,2025-10-26
997,Carla Huamán,Surquillo,Atún (lata),3.0,Media,4.9,Mercado Surquillo,Mercado,Surquillo,2025-10-26
998,Ricardo López,Jesús María,Galletas (paquete),2.0,Baja,2.5,Tottus Jesús María,Supermercado,Jesús María,2025-10-26
999,Sofía Vargas,La Molina,Jugo (litro),2.0,Media,4.1,Vivanda La Molina,Supermercado,La Molina,2025-10-26
1041,Kevin Pardo,Miraflores,Arroz (kg),3.0,Alta,3.8,Plaza Vea Miraflores,Supermercado,Miraflores,2025-10-31
1042,María Quispe,San Martín de Porres,Pechuga de pollo (kg),2.0,Alta,10.8,Mercado Central SMP,Mercado,San Martín de Porres,2025-10-31
1043,José Alvarez,SMP,Papa (kg),3.0,Media,1.4,Mercado Central SMP,Mercado,San Martín de Porres,2025-10-31
1044,Luis Ramírez,Surco,Tomate (kg),2.0,Alta,3.9,Wong Surco,Supermercado,Surco,2025-10-31
1045,Ana Torres,Comas,Pan francés (unidad),10.0,Media,0.26,Bodega San Pedro,Bodega,Comas,2025-10-31
1046,Jorge Medina,San Borja,Naranja (kg),2.5,Media,3.1,Plaza Vea San Borja,Supermercado,San Borja,2025-10-31
1047,Ana Torres,Pueblo Libre,Pasta (paquete),3.0,Baja,2.7,Metro San Borja,Supermercado,San Borja,2025-10-31
1048,Carlos López,San Borja,Jugo (litro),2.0,Media,4.8,Vivanda La Molina,Supermercado,La Molina,2025-10-31
1049,Laura Sánchez,Lince,Café (paquete),1.0,Alta,14.2,Tottus Lince,Supermercado,Lince,2025-10-31
1050,José García,San Isidro,Sal (kg),1.0,Alta,0.9,Wong San Isidro,Supermercado,San Isidro,2025-10-31
1051,Carla Huamán,Callao,Pescado bonito (kg),2.0,Alta,10.5,Mercado Callao,Mercado,Callao,2025-11-01
1052,Ricardo López,La Molina,Queso fresco (kg),1.0,Media,17.8,Wong La Molina,Supermercado,La Molina,2025-11-01
1053,Sofía Vargas,San Isidro,Aceite vegetal 1L,2.0,Alta,10.2,Metro San Isidro,Supermercado,San Isidro,2025-11-01
1054,Juan Carlos Díaz,Villa El Salvador,Papa blanca (kg),5.0,Alta,2.3,Mercado VES,Mercado,Villa El Salvador,2025-11-01
1055,Elena Rojas,Chorrillos,Galletas paquete 6u,3.0,Media,4.7,Bodega Chorrillos,Bodega,Chorrillos,2025-11-01
1056,Pedro Castillo,SMP,Azúcar rubia (kg),2.0,Alta,3.5,Mercado Central SMP,Mercado,San Martín de Porres,2025-11-01
1057,Carla Huamán,Surquillo,Frijoles (kg),2.0,Alta,3.8,Mercado Surquillo,Mercado,Surquillo,2025-11-01
1058,Ricardo López,Jesús María,Jugo (litro),2.0,Media,4.6,Tottus Jesús María,Supermercado,Jesús María,2025-11-01
1059,Sofía Vargas,La Molina,Café (paquete),1.0,Alta,13.9,Vivanda La Molina,Supermercado,La Molina,2025-11-01
1060,Juan Carlos Díaz,San Miguel,Té (paquete),1.0,Baja,2.6,Bodega San Miguel,Bodega,San Miguel,2025-11-01
1061,Kevin Pardo,Miraflores,Leche evaporada 400g,2.0,Media,2.9,Plaza Vea Miraflores,Supermercado,Miraflores,2025-11-02
1062,María Quispe,San Martín de Porres,Detergente líquido 1L,1.0,Baja,7.3,Mercado Central SMP,Mercado,San Martín de Porres,2025-11-02
1063,José Alvarez,SMP,Cebolla (kg),2.0,Alta,1.7,Mercado Central SMP,Mercado,San Martín de Porres,2025-11-02
1064,Luis Ramírez,Surco,Huevos (docena),1.0,Alta,11.4,Wong Surco,Supermercado,Surco,2025-11-02
1065,Ana Torres,Comas,Yogurt (unidad),3.0,Baja,2.9,Bodega San Pedro,Bodega,Comas,2025-11-02
1066,Jorge Medina,San Borja,Manzana (kg),2.0,Alta,5.4,Plaza Vea San Borja,Supermercado,San Borja,2025-11-02
1067,Ana Torres,Pueblo Libre,Atún (lata),3.0,Media,5.8,Metro San Borja,Supermercado,San Borja,2025-11-02
1068,Carlos López,San Borja,Galletas (paquete),2.0,Baja,3.4,Vivanda La Molina,Supermercado,La Molina,2025-11-02
1069,Laura Sánchez,Lince,Harina (kg),2.0,Media,3.6,Tottus Lince,Supermercado,Lince,2025-11-02
1070,José García,San Isidro,Mayonesa (frasco),1.0,Baja,5.4,Wong San Isidro,Supermercado,San Isidro,2025-11-02
1071,Carla Huamán,Callao,Arroz (kg),3.0,Alta,3.9,Mercado Callao,Mercado,Callao,2025-11-03
1072,Ricardo López,La Molina,Pechuga de pollo (kg),2.0,Alta,10.9,Wong La Molina,Supermercado,La Molina,2025-11-03
1073,Sofía Vargas,San Isidro,Papa (kg),3.0,Media,1.5,Metro San Isidro,Supermercado,San Isidro,2025-11-03
1074,Juan Carlos Díaz,Villa El Salvador,Tomate (kg),2.0,Alta,3.8,Mercado VES,Mercado,Villa El Salvador,2025-11-03
1075,Elena Rojas,Chorrillos,Pan francés (unidad),10.0,Media,0.25,Bodega Chorrillos,Bodega,Chorrillos,2025-11-03
1076,Pedro Castillo,SMP,Naranja (kg),2.5,Media,3.2,Mercado Central SMP,Mercado,San Martín de Porres,2025-11-03
1077,Carla Huamán,Surquillo,Pasta (paquete),3.0,Baja,2.8,Mercado Surquillo,Mercado,Surquillo,2025-11-03
1078,Ricardo López,Jesús María,Jugo (litro),2.0,Media,4.7,Tottus Jesús María,Supermercado,Jesús María,2025-11-03
1079,Sofía Vargas,La Molina,Café (paquete),1.0,Alta,14.1,Vivanda La Molina,Supermercado,La Molina,2025-11-03
1080,Juan Carlos Díaz,San Miguel,Sal (kg),1.0,Alta,0.8,Bodega San Miguel,Bodega,San Miguel,2025-11-03
1081,Kevin Pardo,Miraflores,Ketchup (frasco),1.0,Media,4.4,Plaza Vea Miraflores,Supermercado,Miraflores,2025-11-04
1082,María Quispe,San Martín de Porres,Lentejas (kg),2.0,Alta,4.1,Mercado Central SMP,Mercado,San Martín de Porres,2025-11-04
1083,José Alvarez,SMP,Shampoo (frasco),1.0,Baja,11.1,Mercado Central SMP,Mercado,San Martín de Porres,2025-11-04
1084,Luis Ramírez,Surco,Papel higiénico (paquete),2.0,Alta,7.7,Wong Surco,Supermercado,Surco,2025-11-04
1085,Ana Torres,Comas,Queso (kg),1.0,Media,19.0,Bodega San Pedro,Bodega,Comas,2025-11-04
1086,Jorge Medina,San Borja,Yogurt (unidad),3.0,Baja,2.7,Plaza Vea San Borja,Supermercado,San Borja,2025-11-04
1087,Ana Torres,Pueblo Libre,Manzana (kg),2.0,Alta,5.5,Metro San Borja,Supermercado,San Borja,2025-11-04
1088,Carlos López,San Borja,Arroz (kg),3.0,Alta,3.7,Vivanda La Molina,Supermercado,La Molina,2025-11-04
1089,Laura Sánchez,Lince,Leche evaporada 400g,2.0,Media,2.8,Tottus Lince,Supermercado,Lince,2025-11-04
1090,José García,San Isidro,Pechuga de pollo (kg),2.0,Alta,11.0,Wong San Isidro,Supermercado,San Isidro,2025-11-04
1091,Carla Huamán,Callao,Plátano (kg),2.0,Alta,2.1,Mercado Callao,Mercado,Callao,2025-11-05
1092,Ricardo López,La Molina,Detergente líquido 1L,1.0,Baja,7.2,Wong La Molina,Supermercado,La Molina,2025-11-05
1093,Sofía Vargas,San Isidro,Huevos (docena),1.0,Alta,11.3,Metro San Isidro,Supermercado,San Isidro,2025-11-05
1094,Juan Carlos Díaz,Villa El Salvador,Tomate (kg),2.0,Media,3.7,Mercado VES,Mercado,Villa El Salvador,2025-11-05
1095,Elena Rojas,Chorrillos,Aceite (litro),1.0,Alta,9.4,Bodega Chorrillos,Bodega,Chorrillos,2025-11-05
1096,Pedro Castillo,SMP,Azúcar (kg),2.0,Media,3.6,Mercado Central SMP,Mercado,San Martín de Porres,2025-11-05
1097,Carla Huamán,Surquillo,Pasta (paquete),3.0,Baja,2.6,Mercado Surquillo,Mercado,Surquillo,2025-11-05
1098,Ricardo López,Jesús María,Frijoles (kg),2.0,Alta,4.2,Tottus Jesús María,Supermercado,Jesús María,2025-11-05
1099,Sofía Vargas,La Molina,Papa (kg),3.0,Media,1.3,Vivanda La Molina,Supermercado,La Molina,2025-11-05
1100,Juan Carlos Díaz,San Miguel,Cebolla (kg),2.0,Alta,1.8,Bodega San Miguel,Bodega,San Miguel,2025-11-05
1101,Kevin Pardo,Miraflores,Atún (lata),3.0,Media,5.7,Plaza Vea Miraflores,Supermercado,Miraflores,2025-11-06
1102,María Quispe,San Martín de Porres,Galletas (paquete),2.0,Baja,3.3,Mercado Central SMP,Mercado,San Martín de Porres,2025-11-06
1103,José Alvarez,SMP,Jugo (litro),2.0,Media,4.9,Mercado Central SMP,Mercado,San Martín de Porres,2025-11-06
1104,Luis Ramírez,Surco,Café (paquete),1.0,Alta,14.3,Wong Surco,Supermercado,Surco,2025-11-06
1105,Ana Torres,Comas,Té (paquete),1.0,Baja,2.7,Bodega San Pedro,Bodega,Comas,2025-11-06
1106,Jorge Medina,San Borja,Harina (kg),2.0,Media,3.5,Plaza Vea San Borja,Supermercado,San Borja,2025-11-06
1107,Ana Torres,Pueblo Libre,Sal (kg),1.0,Alta,0.7,Metro San Borja,Supermercado,San Borja,2025-11-06
1108,Carlos López,San Borja,Mayonesa (frasco),1.0,Baja,5.3,Vivanda La Molina,Supermercado,La Molina,2025-11-06
1109,Laura Sánchez,Lince,Ketchup (frasco),1.0,Media,4.3,Tottus Lince,Supermercado,Lince,2025-11-06
1110,José García,San Isidro,Lentejas (kg),2.0,Alta,4.0,Wong San Isidro,Supermercado,San Isidro,2025-11-06
1111,Carla Huamán,Callao,Shampoo (frasco),1.0,Baja,11.2,Mercado Callao,Mercado,Callao,2025-11-07
1112,Ricardo López,La Molina,Papel higiénico (paquete),2.0,Alta,7.8,Wong La Molina,Supermercado,La Molina,2025-11-07
1113,Sofía Vargas,San Isidro,Queso (kg),1.0,Media,19.1,Metro San Isidro,Supermercado,San Isidro,2025-11-07
1114,Juan Carlos Díaz,Villa El Salvador,Yogurt (unidad),3.0,Baja,2.8,Mercado VES,Mercado,Villa El Salvador,2025-11-07
1115,Elena Rojas,Chorrillos,Manzana (kg),2.0,Alta,5.6,Bodega Chorrillos,Bodega,Chorrillos,2025-11-07
1116,Pedro Castillo,SMP,Arroz (kg),3.0,Alta,3.6,Mercado Central SMP,Mercado,San Martín de Porres,2025-11-07
1117,Carla Huamán,Surquillo,Leche evaporada 400g,2.0,Media,2.7,Mercado Surquillo,Mercado,Surquillo,2025-11-07
1118,Ricardo López,Jesús María,Pechuga de pollo (kg),2.0,Alta,10.8,Tottus Jesús María,Supermercado,Jesús María,2025-11-07
1119,Sofía Vargas,La Molina,Plátano (kg),2.0,Alta,2.0,Mercado Surquillo,Mercado,Surquillo,2025-11-07
1120,Juan Carlos Díaz,San Miguel,Detergente líquido 1L,1.0,Baja,7.1,Bodega San Miguel,Bodega,San Miguel,2025-11-07
1121,Kevin Pardo,Miraflores,Huevos (docena),1.0,Alta,11.5,Plaza Vea Miraflores,Supermercado,Miraflores,2025-11-08
1122,María Quispe,San Martín de Porres,Tomate (kg),2.0,Media,3.6,Mercado Central SMP,Mercado,San Martín de Porres,2025-11-08
1123,José Alvarez,SMP,Aceite (litro),1.0,Alta,9.5,Mercado Central SMP,Mercado,San Martín de Porres,2025-11-08
1124,Luis Ramírez,Surco,Azúcar (kg),2.0,Media,3.7,Wong Surco,Supermercado,Surco,2025-11-08
1125,Ana Torres,Comas,Pasta (paquete),3.0,Baja,2.5,Bodega San Pedro,Bodega,Comas,2025-11-08
1126,Jorge Medina,San Borja,Frijoles (kg),2.0,Alta,4.3,Plaza Vea San Borja,Supermercado,San Borja,2025-11-08
1127,Ana Torres,Pueblo Libre,Papa (kg),3.0,Media,1.2,Metro San Borja,Supermercado,San Borja,2025-11-08
1128,Carlos López,San Borja,Cebolla (kg),2.0,Alta,1.9,Vivanda La Molina,Supermercado,La Molina,2025-11-08
1129,Laura Sánchez,Lince,Atún (lata),3.0,Media,5.6,Tottus Lince,Supermercado,Lince,2025-11-08
1130,José García,San Isidro,Galletas (paquete),2.0,Baja,3.2,Wong San Isidro,Supermercado,San Isidro,2025-11-08
1131,Carla Huamán,Callao,Jugo (litro),2.0,Media,5.0,Mercado Callao,Mercado,Callao,2025-11-09
1132,Ricardo López,La Molina,Café (paquete),1.0,Alta,14.4,Wong La Molina,Supermercado,La Molina,2025-11-09
1133,Sofía Vargas,San Isidro,Té (paquete),1.0,Baja,2.8,Metro San Isidro,Supermercado,San Isidro,2025-11-09
1134,Juan Carlos Díaz,Villa El Salvador,Harina (kg),2.0,Media,3.4,Mercado VES,Mercado,Villa El Salvador,2025-11-09
1135,Elena Rojas,Chorrillos,Sal (kg),1.0,Alta,0.6,Bodega Chorrillos,Bodega,Chorrillos,2025-11-09
1136,Pedro Castillo,SMP,Mayonesa (frasco),1.0,Baja,5.2,Mercado Central SMP,Mercado,San Martín de Porres,2025-11-09
1137,Carla Huamán,Surquillo,Ketchup (frasco),1.0,Media,4.2,Mercado Surquillo,Mercado,Surquillo,2025-11-09
1138,Ricardo López,Jesús María,Lentejas (kg),2.0,Alta,4.1,Tottus Jesús María,Supermercado,Jesús María,2025-11-09
1139,Sofía Vargas,La Molina,Shampoo (frasco),1.0,Baja,11.3,Vivanda La Molina,Supermercado,La Molina,2025-11-09
1140,Juan Carlos Díaz,San Miguel,Papel higiénico (paquete),2.0,Alta,7.9,Bodega San Miguel,Bodega,San Miguel,2025-11-09
1141,Kevin Pardo,Miraflores,Queso (kg),1.0,Media,19.2,Plaza Vea Miraflores,Supermercado,Miraflores,2025-11-10
1142,María Quispe,San Martín de Porres,Yogurt (unidad),3.0,Baja,2.6,Mercado Central SMP,Mercado,San Martín de Porres,2025-11-10
1143,José Alvarez,SMP,Manzana (kg),2.0,Alta,5.7,Mercado Central SMP,Mercado,San Martín de Porres,2025-11-10
1144,Luis Ramírez,Surco,Arroz (kg),3.0,Alta,3.5,Wong Surco,Supermercado,Surco,2025-11-10
1145,Ana Torres,Comas,Leche evaporada 400g,2.0,Media,2.6,Bodega San Pedro,Bodega,Comas,2025-11-10
1146,Jorge Medina,San Borja,Pechuga de pollo (kg),2.0,Alta,10.7,Plaza Vea San Borja,Supermercado,San Borja,2025-11-10
1147,Ana Torres,Pueblo Libre,Plátano (kg),2.0,Alta,1.9,Metro San Borja,Supermercado,San Borja,2025-11-10
1148,Carlos López,San Borja,Detergente líquido 1L,1.0,Baja,7.0,Vivanda La Molina,Supermercado,La Molina,2025-11-10
1149,Laura Sánchez,Lince,Huevos (docena),1.0,Alta,11.2,Tottus Lince,Supermercado,Lince,2025-11-10
1150,José García,San Isidro,Tomate (kg),2.0,Media,3.5,Wong San Isidro,Supermercado,San Isidro,2025-11-10
1151,Carla Huamán,Callao,Aceite (litro),1.0,Alta,9.3,Mercado Callao,Mercado,Callao,2025-11-11
1152,Ricardo López,La Molina,Azúcar (kg),2.0,Media,3.8,Wong La Molina,Supermercado,La Molina,2025-11-11
1153,Sofía Vargas,San Isidro,Pasta (paquete),3.0,Baja,2.4,Metro San Isidro,Supermercado,San Isidro,2025-11-11
1154,Juan Carlos Díaz,Villa El Salvador,Frijoles (kg),2.0,Alta,4.0,Mercado VES,Mercado,Villa El Salvador,2025-11-11
1155,Elena Rojas,Chorrillos,Papa (kg),3.0,Media,1.1,Bodega Chorrillos,Bodega,Chorrillos,2025-11-11
1156,Pedro Castillo,SMP,Cebolla (kg),2.0,Alta,2.0,Mercado Central SMP,Mercado,San Martín de Porres,2025-11-11
1157,Carla Huamán,Surquillo,Atún (lata),3.0,Media,5.5,Mercado Surquillo,Mercado,Surquillo,2025-11-11
1158,Ricardo López,Jesús María,Galletas (paquete),2.0,Baja,3.1,Tottus Jesús María,Supermercado,Jesús María,2025-11-11
1159,Sofía Vargas,La Molina,Jugo (litro),2.0,Media,4.8,Vivanda La Molina,Supermercado,La Molina,2025-11-11
1160,Juan Carlos Díaz,San Miguel,Café (paquete),1.0,Alta,14.2,Bodega San Miguel,Bodega,San Miguel,2025-11-11
1161,Kevin Pardo,Miraflores,Té (paquete),1.0,Baja,2.7,Plaza Vea Miraflores,Supermercado,Miraflores,2025-11-12
1162,María Quispe,San Martín de Porres,Harina (kg),2.0,Media,3.3,Mercado Central SMP,Mercado,San Martín de Porres,2025-11-12
1163,José Alvarez,SMP,Sal (kg),1.0,Alta,0.5,Mercado Central SMP,Mercado,San Martín de Porres,2025-11-12
1164,Luis Ramírez,Surco,Mayonesa (frasco),1.0,Baja,5.1,Wong Surco,Supermercado,Surco,2025-11-12
1165,Ana Torres,Comas,Ketchup (frasco),1.0,Media,4.1,Bodega San Pedro,Bodega,Comas,2025-11-12
1166,Jorge Medina,San Borja,Lentejas (kg),2.0,Alta,3.9,Plaza Vea San Borja,Supermercado,San Borja,2025-11-12
1167,Ana Torres,Pueblo Libre,Shampoo (frasco),1.0,Baja,11.1,Metro San Borja,Supermercado,San Borja,2025-11-12
1168,Carlos López,San Borja,Papel higiénico (paquete),2.0,Alta,7.7,Vivanda La Molina,Supermercado,La Molina,2025-11-12
1169,Laura Sánchez,Lince,Queso (kg),1.0,Media,19.0,Tottus Lince,Supermercado,Lince,2025-11-12
1170,José García,San Isidro,Yogurt (unidad),3.0,Baja,2.5,Wong San Isidro,Supermercado,San Isidro,2025-11-12
1171,Carla Huamán,Callao,Manzana (kg),2.0,Alta,5.5,Mercado Callao,Mercado,Callao,2025-11-13
1172,Ricardo López,La Molina,Arroz (kg),3.0,Alta,3.4,Wong La Molina,Supermercado,La Molina,2025-11-13
1173,Sofía Vargas,San Isidro,Leche evaporada 400g,2.0,Media,2.5,Metro San Isidro,Supermercado,San Isidro,2025-11-13
1174,Juan Carlos Díaz,Villa El Salvador,Pechuga de pollo (kg),2.0,Alta,10.6,Mercado VES,Mercado,Villa El Salvador,2025-11-13
1175,Elena Rojas,Chorrillos,Plátano (kg),2.0,Alta,1.8,Plaza Vea Miraflores,Supermercado,Miraflores,2025-11-13
1176,Pedro Castillo,SMP,Detergente líquido 1L,1.0,Baja,6.9,Mercado Central SMP,Mercado,San Martín de Porres,2025-11-13
1177,Carla Huamán,Surquillo,Huevos (docena),1.0,Alta,11.1,Mercado Surquillo,Mercado,Surquillo,2025-11-13
1178,Ricardo López,Jesús María,Tomate (kg),2.0,Media,3.4,Tottus Jesús María,Supermercado,Jesús María,2025-11-13
1179,Sofía Vargas,La Molina,Aceite (litro),1.0,Alta,9.2,Vivanda La Molina,Supermercado,La Molina,2025-11-13
1180,Juan Carlos Díaz,San Miguel,Azúcar (kg),2.0,Media,3.6,Bodega San Miguel,Bodega,San Miguel,2025-11-13
1181,Kevin Pardo,Miraflores,Pasta (paquete),3.0,Baja,2.3,Plaza Vea Miraflores,Supermercado,Miraflores,2025-11-14
1182,María Quispe,San Martín de Porres,Frijoles (kg),2.0,Alta,4.1,Mercado Central SMP,Mercado,San Martín de Porres,2025-11-14
1183,José Alvarez,SMP,Papa (kg),3.0,Media,1.0,Mercado Central SMP,Mercado,San Martín de Porres,2025-11-14
1184,Luis Ramírez,Surco,Cebolla (kg),2.0,Alta,1.8,Wong Surco,Supermercado,Surco,2025-11-14
1185,Ana Torres,Comas,Atún (lata),3.0,Media,5.4,Bodega San Pedro,Bodega,Comas,2025-11-14
1186,Jorge Medina,San Borja,Galletas (paquete),2.0,Baja,3.0,Plaza Vea San Borja,Supermercado,San Borja,2025-11-14
1187,Ana Torres,Pueblo Libre,Jugo (litro),2.0,Media,4.7,Metro San Borja,Supermercado,San Borja,2025-11-14
1188,Carlos López,San Borja,Café (paquete),1.0,Alta,14.1,Vivanda La Molina,Supermercado,La Molina,2025-11-14
1189,Laura Sánchez,Lince,Té (paquete),1.0,Baja,2.6,Tottus Lince,Supermercado,Lince,2025-11-14
1190,José García,San Isidro,Harina (kg),2.0,Media,3.2,Wong San Isidro,Supermercado,San Isidro,2025-11-14
1191,Carla Huamán,Callao,Sal (kg),1.0,Alta,0.4,Mercado Callao,Mercado,Callao,2025-11-15
1192,Ricardo López,La Molina,Mayonesa (frasco),1.0,Baja,5.0,Wong La Molina,Supermercado,La Molina,2025-11-15
1193,Sofía Vargas,San Isidro,Ketchup (frasco),1.0,Media,4.0,Metro San Isidro,Supermercado,San Isidro,2025-11-15
1194,Juan Carlos Díaz,Villa El Salvador,Lentejas (kg),2.0,Alta,3.8,Mercado VES,Mercado,Villa El Salvador,2025-11-15
1195,Elena Rojas,Chorrillos,Shampoo (frasco),1.0,Baja,11.0,Bodega Chorrillos,Bodega,Chorrillos,2025-11-15
1196,Pedro Castillo,SMP,Papel higiénico (paquete),2.0,Alta,7.6,Mercado Central SMP,Mercado,San Martín de Porres,2025-11-15
1197,Carla Huamán,Surquillo,Queso (kg),1.0,Media,18.9,Mercado Surquillo,Mercado,Surquillo,2025-11-15
1198,Ricardo López,Jesús María,Yogurt (unidad),3.0,Baja,2.4,Tottus Jesús María,Supermercado,Jesús María,2025-11-15
1199,Sofía Vargas,La Molina,Manzana (kg),2.0,Alta,5.4,Vivanda La Molina,Supermercado,La Molina,2025-11-15
1200,Juan Carlos Díaz,San Miguel,Arroz (kg),3.0,Alta,3.3,Bodega San Miguel,Bodega,San Miguel,2025-11-15
1201,Kevin Pardo,Miraflores,Leche evaporada 400g,2.0,Media,2.4,Plaza Vea Miraflores,Supermercado,Miraflores,2025-11-16
1202,María Quispe,San Martín de Porres,Pechuga de pollo (kg),2.0,Alta,10.5,Mercado Central SMP,Mercado,San Martín de Porres,2025-11-16
1203,José Alvarez,SMP,Plátano (kg),2.0,Alta,1.7,Mercado Central SMP,Mercado,San Martín de Porres,2025-11-16
1204,Luis Ramírez,Surco,Detergente líquido 1L,1.0,Baja,6.8,Wong Surco,Supermercado,Surco,2025-11-16
1205,Ana Torres,Comas,Huevos (docena),1.0,Alta,11.0,Bodega San Pedro,Bodega,Comas,2025-11-16
1206,Jorge Medina,San Borja,Tomate (kg),2.0,Media,3.3,Plaza Vea San Borja,Supermercado,San Borja,2025-11-16
1207,Ana Torres,Pueblo Libre,Aceite (litro),1.0,Alta,9.1,Metro San Borja,Supermercado,San Borja,2025-11-16
1208,Carlos López,San Borja,Azúcar (kg),2.0,Media,3.5,Vivanda La Molina,Supermercado,La Molina,2025-11-16
1209,Laura Sánchez,Lince,Pasta (paquete),3.0,Baja,2.2,Tottus Lince,Supermercado,Lince,2025-11-16
1210,José García,San Isidro,Frijoles (kg),2.0,Alta,3.9,Wong San Isidro,Supermercado,San Isidro,2025-11-16
1211,Carla Huamán,Callao,Papa (kg),3.0,Media,0.9,Mercado Callao,Mercado,Callao,2025-11-17
1212,Ricardo López,La Molina,Cebolla (kg),2.0,Alta,1.7,Wong La Molina,Supermercado,La Molina,2025-11-17
1213,Sofía Vargas,San Isidro,Atún (lata),3.0,Media,5.3,Metro San Isidro,Supermercado,San Isidro,2025-11-17
1214,Juan Carlos Díaz,Villa El Salvador,Galletas (paquete),2.0,Baja,2.9,Mercado VES,Mercado,Villa El Salvador,2025-11-17
1215,Elena Rojas,Chorrillos,Jugo (litro),2.0,Media,4.6,Bodega Chorrillos,Bodega,Chorrillos,2025-11-17
1216,Pedro Castillo,SMP,Café (paquete),1.0,Alta,14.0,Mercado Central SMP,Mercado,San Martín de Porres,2025-11-17
1217,Carla Huamán,Surquillo,Té (paquete),1.0,Baja,2.5,Mercado Surquillo,Mercado,Surquillo,2025-11-17
1218,Ricardo López,Jesús María,Harina (kg),2.0,Media,3.1,Tottus Jesús María,Supermercado,Jesús María,2025-11-17
1219,Sofía Vargas,La Molina,Sal (kg),1.0,Alta,0.3,Metro San Isidro,Supermercado,San Isidro,2025-11-17
1220,Juan Carlos Díaz,San Miguel,Mayonesa (frasco),1.0,Baja,4.9,Bodega San Miguel,Bodega,San Miguel,2025-11-17
1221,Kevin Pardo,Miraflores,Ketchup (frasco),1.0,Media,3.9,Plaza Vea Miraflores,Supermercado,Miraflores,2025-11-18
1222,María Quispe,San Martín de Porres,Lentejas (kg),2.0,Alta,3.7,Mercado Central SMP,Mercado,San Martín de Porres,2025-11-18
1223,José Alvarez,SMP,Shampoo (frasco),1.0,Baja,10.9,Mercado Central SMP,Mercado,San Martín de Porres,2025-11-18
1224,Luis Ramírez,Surco,Papel higiénico (paquete),2.0,Alta,7.5,Wong Surco,Supermercado,Surco,2025-11-18
1225,Ana Torres,Comas,Queso (kg),1.0,Media,18.8,Bodega San Pedro,Bodega,Comas,2025-11-18
1226,Jorge Medina,San Borja,Yogurt (unidad),3.0,Baja,2.3,Plaza Vea San Borja,Supermercado,San Borja,2025-11-18
1227,Ana Torres,Pueblo Libre,Manzana (kg),2.0,Alta,5.3,Metro San Borja,Supermercado,San Borja,2025-11-18
1228,Carlos López,San Borja,Arroz (kg),3.0,Alta,3.2,Vivanda La Molina,Supermercado,La Molina,2025-11-18
1229,Laura Sánchez,Lince,Leche evaporada 400g,2.0,Media,2.3,Tottus Lince,Supermercado,Lince,2025-11-18
1230,José García,San Isidro,Pechuga de pollo (kg),2.0,Alta,10.4,Wong San Isidro,Supermercado,San Isidro,2025-11-18
1231,Carla Huamán,Callao,Plátano (kg),2.0,Alta,1.6,Mercado Callao,Mercado,Callao,2025-11-19
1232,Ricardo López,La Molina,Detergente líquido 1L,1.0,Baja,6.7,Wong La Molina,Supermercado,La Molina,2025-11-19
1233,Sofía Vargas,San Isidro,Huevos (docena),1.0,Alta,10.9,Metro San Isidro,Supermercado,San Isidro,2025-11-19
1234,Juan Carlos Díaz,Villa El Salvador,Tomate (kg),2.0,Media,3.2,Mercado VES,Mercado,Villa El Salvador,2025-11-19
1235,Elena Rojas,Chorrillos,Aceite (litro),1.0,Alta,9.0,Bodega Chorrillos,Bodega,Chorrillos,2025-11-19
1236,Pedro Castillo,SMP,Azúcar (kg),2.0,Media,3.4,Mercado Central SMP,Mercado,San Martín de Porres,2025-11-19
1237,Carla Huamán,Surquillo,Pasta (paquete),3.0,Baja,2.1,Mercado Surquillo,Mercado,Surquillo,2025-11-19
1238,Ricardo López,Jesús María,Frijoles (kg),2.0,Alta,3.8,Tottus Jesús María,Supermercado,Jesús María,2025-11-19
1239,Sofía Vargas,La Molina,Papa (kg),3.0,Media,0.8,Vivanda La Molina,Supermercado,La Molina,2025-11-19
1240,Juan Carlos Díaz,San Miguel,Cebolla (kg),2.0,Alta,1.6,Bodega San Miguel,Bodega,San Miguel,2025-11-19
